India,https://www.countryflags.io/IN/shiny/64.png,74536824,76586322,78646105,80717558,82795687,84846006,86886588,88876631,90788016,92644635,94432593,96179348,97910833,99639320,"1,01E+08","1,03E+08","1,04E+08","1,05E+08","1,07E+08","1,08E+08","1,10E+08","1,12E+08","1,13E+08","1,14E+08","1,15E+08","1,15E+08","1,14E+08","1,11E+08","1,08E+08","1,06E+08","1,06E+08","1,08E+08","1,10E+08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,https://www.countryflags.io/ID/shiny/64.png,23578866,24387207,25223551,26098739,27013293,27962315,28941398,29937326,30938905,31939855,32913046,33818669,34631198,35354728,35351136,35483642,36287703,37255375,38283752,39357906,40437450,41465286,42422017,43310582,44133173,44830844,45525517,46344889,47372684,48552921,49908122,51336886,52712875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,https://www.countryflags.io/IR/shiny/64.png,2749158,2829864,2908128,2988414,3074400,3167968,3273498,3387179,3508636,3624193,3727357,3819144,3903729,3987070,4080164,4193655,4328170,4447984,4591270,4761409,4952317,5165893,5392688,5620175,5833190,6021550,6156916,6281544,6405391,6535318,6700447,6885356,7083248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,https://www.countryflags.io/ie/flat/64.png,808287,823828,836863,847825,855070,856344,851334,841643,832733,825052,817899,817599,822541,828488,833873,837045,835822,830063,821895,811688,797618,785156,774275,764167,760320,767091,790316,817333,832745,838266,849563,859813,868872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,https://www.countryflags.io/it/flat/64.png,13851670,13993964,14007427,13996183,13956424,13900456,13856489,13850692,13862257,13866043,13804637,13594920,13372748,13121678,12854833,12577003,12247409,11931368,11691063,11533946,11445640,11418642,11385408,11366144,11360428,11311751,11265664,11283812,11359546,11486787,11548631,11602426,11659468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,https://www.countryflags.io/jp/flat/64.png,32604675,32881547,33034692,33058594,32973653,32780073,32535135,32300525,32076845,31912515,31788630,31744940,31769622,31898008,32146831,32410758,32566293,32585577,32517742,32308596,31892212,31424426,30879089,30197949,29320089,28324362,27321613,26385884,25458946,24679031,24043328,23613298,23340781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,https://www.countryflags.io/lv/flat/64.png,562648,564329,566360,568919,572260,576612,582120,589213,596273,599896,600196,600266,597498,591288,587503,585774,585802,588433,591010,596029,598764,600666,601275,601618,597459,593552,586750,581309,577892,576079,570064,565843,561321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,https://www.countryflags.io/lt/flat/64.png,549164,555433,561171,566289,571632,577292,582883,588552,593390,597071,599492,601856,606951,613815,623084,639127,654462,671516,685780,696727,703109,704367,705501,707775,711666,719668,719778,722927,727205,733873,722428,720261,717098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,https://www.countryflags.io/lu/flat/64.png,96196,96209,96161,96106,95825,95529,95242,95129,95208,95140,94721,94324,93907,93664,94433,95615,97142,98550,99707,100603,101470,102276,102751,102207,101126,100088,100886,102003,102230,103013,103731,104810,106192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,https://www.countryflags.io/mx/flat/64.png,10121218,10136531,10278811,10552366,10864714,11226486,11695834,12213611,12771903,13116021,13390657,13580359,13672636,13689015,13183042,12630785,11953082,11051270,10290294,9595458,9061762,8667349,8376157,8108411,7998155,7898130,7708635,7536182,7440285,7514808,7810113,8167695,8496024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,https://www.countryflags.io/nl/flat/64.png,3235451,3237042,3237140,3240271,3242855,3252912,3267033,3285320,3291983,3304255,3313974,3330968,3335464,3348482,3366121,3375679,3398297,3414581,3434617,3432124,3408008,3377368,3338986,3275496,3208320,3146002,3075799,3000008,2931991,2889634,2866165,2857124,2860947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,https://www.countryflags.io/nz/flat/64.png,741719,748080,753331,757330,751034,737929,721542,706029,690907,677555,675368,691585,702497,708326,712262,715154,718650,723691,726065,723656,719668,716260,716656,714017,698371,671543,639859,610363,591022,578646,573118,572959,578689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,https://www.countryflags.io/no/flat/64.png,1094038,1107557,1120905,1132618,1142223,1149926,1156674,1163689,1168799,1168822,1165144,1161304,1153966,1140993,1125748,1108138,1090707,1067404,1045686,1023204,995635,962956,928708,895095,859460,823328,789452,758161,730611,710789,689840,675916,671237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,https://www.countryflags.io/PK/shiny/64.png,9112204,9395810,9693221,9998698,10307997,10617068,10925731,11238433,11551499,11864605,12176729,12487064,12790780,13099691,13437848,13789536,14157976,14508181,14815522,15109089,15388614,15657816,15921041,16204493,16536869,16684418,16826083,16980363,17145278,17327739,17530431,17778322,18078040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,https://www.countryflags.io/pl/flat/64.png,11410832,11351198,11317706,11154400,10954072,10745726,10540861,10352938,10183519,10034524,10035379,10089657,10144350,10176345,10155168,10040451,9842770,9698927,9597482,9531443,9495964,9517202,9593431,9686140,9756887,9797815,9687814,9514668,9336071,9191872,9054428,8943129,8864459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,https://www.countryflags.io/pt/flat/64.png,1548910,1554079,1555760,1557946,1564514,1576539,1597693,1630508,1682210,1737497,1773998,1798444,1797973,1780875,1749726,1700586,1668596,1692943,1733955,1783253,1840972,1892186,1936229,1949878,1953275,1952022,1954024,1958523,1963785,1969933,1966197,1960307,1952984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,https://www.countryflags.io/ru/flat/64.png,37945946,38008382,38027068,38042123,38032799,38017335,38030592,38052251,38066684,38069129,38078221,38089230,38093414,37757889,37813808,37951602,38011194,37652788,37262874,36796213,36290534,35841948,35519076,35597036,35853704,36201913,36586859,37022880,37454257,37842384,37902915,38242847,38559077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,https://www.countryflags.io/si/flat/64.png,426184,427141,428971,430894,432148,432272,430897,428798,426185,423048,420520,418763,417040,414255,410746,406807,402705,400051,396774,392348,386973,381207,375110,369674,367107,365996,365914,367815,374655,384272,388580,391621,393481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,https://www.countryflags.io/es/flat/64.png,9504425,9592918,9694942,9794318,9904523,10031053,10176847,10340591,10516386,10777871,10956746,11071447,11078815,11010037,10901098,10741463,10591039,10448165,10330533,10253452,10218562,10225492,10242496,10179032,10165195,10152824,10088801,10049238,9999135,9894596,9831673,9788908,9798622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,https://www.countryflags.io/se/flat/64.png,1852265,1815367,1784557,1762279,1756288,1759785,1766547,1767414,1765884,1760880,1752794,1735991,1713185,1679788,1643800,1599264,1544887,1485756,1434473,1389968,1343329,1290626,1229377,1154969,1082624,1024559,987405,970927,969294,987301,1012936,1042500,1074390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,https://www.countryflags.io/ch/flat/64.png,1402529,1407909,1419807,1431835,1439057,1444237,1455449,1481925,1510125,1534464,1556392,1589653,1623806,1663377,1701003,1741567,1780438,1792489,1781056,1738832,1662220,1581231,1512234,1443728,1383123,1332199,1293483,1267985,1267596,1281332,1299129,1320853,1338689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syria,https://www.countryflags.io/SY/shiny/64.png,844639,859269,876688,897321,922470,948028,976831,1007243,1037950,1075835,1115567,1157840,1199949,1243984,1288645,1335726,1386480,1439413,1492190,1547239,1601373,1651061,1695452,1743768,1802171,1876313,1971390,2084596,2202294,2302910,2374902,2413139,2421878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,https://www.countryflags.io/tr/flat/64.png,7361652,7530174,7724021,7933455,8154330,8383193,8609212,8809151,9031926,9279599,9503417,9762243,10023248,10272046,10622074,10969689,11318618,11735152,12125543,12539167,12906404,13342447,13751443,14134125,14565113,14845480,14868187,14798100,14703598,14712965,14566323,14497414,14488774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,https://www.countryflags.io/AE/shiny/64.png,143031,151336,156823,160892,165490,172025,180988,191917,204986,219533,235130,252150,270739,290264,309678,328643,342095,349253,354595,358930,363027,365445,368571,381618,421401,489986,592604,724334,869488,1005570,1116140,1195008,1244846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United,https://www.countryflags.io/GB/shiny/64.png,16434009,16278975,16038724,15748129,15451220,15128669,14777780,14414574,14055777,13780015,13572064,13449798,13352942,13296530,13268584,13267456,13264111,13223104,13164035,13074860,12922470,12761897,12579957,12303880,12008842,11718477,11392922,11057964,10786694,10582522,10407816,10326098,10355707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,https://www.countryflags.io/US/shiny/64.png,52232402,52230753,52559045,52516876,51771496,50935528,50109208,49421448,48696624,47937804,47292146,46901035,46356087,45681677,44931865,44486513,44253262,44144468,44047670,43801784,43417781,42955437,42503357,42134091,41991711,41858606,41642152,41208245,40705734,40190296,39506090,38783730,38325132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,https://www.countryflags.io/VE/shiny/64.png,2302070,2323859,2327707,2289978,2264781,2243123,2246329,2264961,2305277,2311485,2337962,2390501,2456951,2520200,2568477,2626864,2686606,2736725,2784362,2814922,2856345,2906608,2937488,2951735,3001684,3069210,3118803,3182288,3255984,3311280,3355825,3421867,3530702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
